"Course","CHEM527","Nanomaterials","Chemistry","UBC","","2HJztxxJZ08w"
"Course","CHEM529","Structural Methods in Inorganic Chemistry","Chemistry","UBC","","GnBkUSwygrqB"
"Course","CHEM533","Bioanalytical Chemistry","Chemistry","UBC","","k7c4xjHq9yiX"
"Course","CHEM534","Principles of Chemical Separation","Chemistry","UBC","","ooIL3jdhegdh"
"Course","CHEM535A","Topics in Analytical Chemistry - TPCS ANALYT CHEM","Chemistry","UBC","","BGUbAr3ZDB1g"
"Course","CHEM540A","Seminar in Chemistry - PHYSICAL SEMINAR","Chemistry","UBC","","xql6ZGcedNE5"
"Course","CHEM540B","Seminar in Chemistry - ORGANIC SEMINAR","Chemistry","UBC","","Cj502UP0IfeB"
"Course","CHEM540C","Seminar in Chemistry - INORGANIC SEMINR","Chemistry","UBC","","aEoUwrVIhI8o"
"Course","CHEM549","M.Sc. Thesis","Chemistry","UBC","","PKuhZcEBoC5d"
"Course","CHEM560","Organic Chemistry: Building Molecules and Understanding Reactivity","Chemistry","UBC","","MtGjJ8XlD0Dt"
"Course","CHEM561","Advanced Chemical Biology","Chemistry","UBC","","YgB4adfInuk9"
"Course","CHEM566","Advanced Organic Synthesis","Chemistry","UBC","","JfyseIzuhiWQ"
"Course","CHEM569","Advanced Bioorganic Chemistry","Chemistry","UBC","","PVorJtWx9dRc"
"Course","CHEM573","Application of Spectroscopy to Organic Structural Determinations","Chemistry","UBC","","2TdT6ldkROhw"
"Course","CHEM649","Doctoral Dissertation","Chemistry","UBC","","qgHxjBKxC6aH"
"Course","PHYS100","Introductory Physics","Physics","UBC","","w0ILwEcYMIaf"
"Course","PHYS101","Energy and Waves","Physics","UBC","","15BwZ1ACJSbT"
"Course","PHYS107","Enriched Physics 1","Physics","UBC","","OAote5FphfSQ"
"Course","PHYS108","Enriched Physics II","Physics","UBC","","I60QA2Z3O0i6"
"Course","PHYS109","Enriched Experimental Physics","Physics","UBC","","oM017cJTxtN2"
"Course","PHYS117","Dynamics and Waves","Physics","UBC","","essFWR7XRsSB"
"Course","PHYS118","Electricity, Light and Radiation","Physics","UBC","","niwFQnzccWKI"
"Course","PHYS119","Experimental Physics Lab","Physics","UBC","","XuV8tlr5mG2R"
"Course","PHYS157","Introductory Physics for Engineers I","Physics","UBC","","cC3nFKrW6RfS"
"Course","PHYS158","Introductory Physics for Engineers II","Physics","UBC","","qSFXAJruEuzZ"
"Course","PHYS159","Introductory Physics Laboratory for Engineers","Physics","UBC","","ozb5zvEQmC14"
"Course","PHYS170","Mechanics I","Physics","UBC","","cWDI5zx8YLBv"
"Course","PHYS200","Relativity and Quanta","Physics","UBC","","G8R7uC8ZLeUl"
"Course","PHYS203","Thermal Physics I","Physics","UBC","","vGxKqXBs6bIU"
"Course","PHYS210","Introduction to Computational Physics","Physics","UBC","","UUQd9TEFLCIE"
"Course","PHYS216","Intermediate Mechanics","Physics","UBC","","S5oci91LmC5h"
"Course","PHYS219","Intermediate Experimental Physics I","Physics","UBC","","EcfHt3ONWC1e"
"Course","PHYS229","Intermediate Experimental Physics II","Physics","UBC","","cNBGfef7UjNU"
"Course","PHYS298","Co-operative Work Placement I","Physics","UBC","","gaOi0gAWBlt2"
"Course","PHYS299","Co-operative Work Placement II","Physics","UBC","","5bsBZDDe9Vm4"
"Course","PHYS301","Electricity and Magnetism","Physics","UBC","","dgPIF9m4jEZN"
"Course","PHYS304","Introduction to Quantum Mechanics","Physics","UBC","","5WAICerQuOrZ"
"Course","PHYS305","Introduction to Biophysics","Physics","UBC","","lAADwTAAHtEp"
"Course","PHYS306","Advanced Mechanics","Physics","UBC","","fxLYaS0gUzgh"
"Course","PHYS309","Electrical Laboratory","Physics","UBC","","qH7363cAMQLg"
"Course","PHYS312","Introduction to Mathematical Physics","Physics","UBC","","kK49iLla92P5"
"Course","PHYS315","Physics of Materials","Physics","UBC","","vODnlIWrhGkw"
"Course","PHYS319","Electronics Laboratory","Physics","UBC","","X91aYELIM6du"
"Course","PHYS333","Energy and Climate","Physics","UBC","","E7Sseqg7bYI9"
"Course","PHYS340","From Atoms to the Universe","Physics","UBC","","vF39RNwtaYv5"
"Course","PHYS341","Physics of Music","Physics","UBC","","Cw7HkZoDPHs3"
"Course","PHYS348","Frontiers in Physics and Astronomy","Physics","UBC","","smJhK9wrIRRj"
"Course","PHYS349","Directed Research Project in Physics","Physics","UBC","","tZZC61vhOO46"
"Course","PHYS350","Applications of Classical Mechanics","Physics","UBC","","KCPCE0iCfrkW"
"Course","PHYS399","Co-operative Work Placement III","Physics","UBC","","AcYbAUKUXW6q"
"Course","PHYS400","Introduction to Elementary Particles","Physics","UBC","","FPm1bwau7SBV"
"Course","PHYS401","Electromagnetic Theory","Physics","UBC","","yRjtccCw7Yag"
"Course","PHYS402","Applications of Quantum Mechanics","Physics","UBC","","tgz7POBRDBG3"
"Course","PHYS403","Statistical Mechanics","Physics","UBC","","N1zuVl3xfUvE"
"Course","PHYS404","Introduction to Medical Physics","Physics","UBC","","nIKDxTYTrV3W"
"Course","PHYS405","Radiation Biophysics","Physics","UBC","","TPdgWSMEHSx2"
"Course","PHYS407","Introduction to General Relativity","Physics","UBC","","YqrM61flMupz"
"Course","PHYS408","Optics","Physics","UBC","","vvMUKU1Vh3DR"
"Course","PHYS409A","Experimental Physics - EXPTL PHYSICS","Physics","UBC","","2NwdNkSi0LbP"
"Course","PHYS409B","Experimental Physics - EXPTL PHYSICS","Physics","UBC","","eAlCcAN13iSA"
"Course","PHYS410","Computational Physics","Physics","UBC","","QRCnznrKYGNE"
"Course","PHYS420C","Physics Demonstrations - PHYS DEMONSTRATS","Physics","UBC","","3sCjKUHG3aLV"
"Course","PHYS438","Zoological Physics","Physics","UBC","","L9AB3Em621hf"
"Course","PHYS447A","Advanced Topics in Physics - ADV TPCS PHYS","Physics","UBC","","plNVKCutxSBg"
"Course","PHYS447B","Advanced Topics in Physics - ADV TPCS PHYS","Physics","UBC","","s7F14qEKqP0t"
"Course","PHYS447C","Advanced Topics in Physics - ADV TPCS PHYS","Physics","UBC","","ErJGUsM5oDKG"
"Course","PHYS449","Honours Thesis","Physics","UBC","","hGk6SnTo8dHE"
"Course","PHYS473","Applied Nuclear Physics","Physics","UBC","","wWnSVp07NZXn"
"Course","PHYS474","Applied Solid State Physics","Physics","UBC","","1ZFjKjzeC5UH"
"Course","PHYS490","Student Directed Seminar","Physics","UBC","","xAIoAkEnjtFL"
"Course","PHYS498","Co-operative Work Placement IV","Physics","UBC","","nJj2MchzsJKO"
"Course","PHYS499","Co-operative Work Placement V","Physics","UBC","","O5FDb9Svhazy"
"Course","PHYS500","Quantum Mechanics I","Physics","UBC","","8QA1LfJaQY5y"
"Course","PHYS501","Quantum Mechanics II","Physics","UBC","","QGTrCYPiFBbF"
"Course","PHYS502","Condensed Matter Physics I","Physics","UBC","","rLEEJLnj6lyj"
"Course","PHYS503","Condensed Matter Physics II","Physics","UBC","","Oz5FEcuEyLBF"
"Course","PHYS504","Special Relativity and Classical Electromagnetism","Physics","UBC","","HaeoblMlAX8J"
"Course","PHYS506","Elementary Particle Physics","Physics","UBC","","uuXsCYRsKRua"
"Course","PHYS508","Quantum Field Theory II","Physics","UBC","","gfBlZWPvjDJw"
"Course","PHYS509C","Theory of Measurements - MEASUREMNT THEOR","Physics","UBC","","LXSN4HH9A2gh"
"Course","PHYS513C","Topics in Advanced Spectroscopy - ADV SPECTROSCOPY","Physics","UBC","","Jnjy6tPu4OKX"
"Course","PHYS516","Statistical Mechanics","Physics","UBC","","vlt6v1nLIbWX"
"Course","PHYS526","Quantum Field Theory I","Physics","UBC","","h0x5p0IBa2BR"
"Course","PHYS527B","Topics in Nuclear Physics - TPS NUCLEAR PHYS","Physics","UBC","","6ePvDjBciIRV"
"Course","PHYS529B","Topics in Quantum Theory - TPS QUANTUM THRY","Physics","UBC","","L4EW8s5rI2gY"
"Course","PHYS531","Particle Detection Techniques","Physics","UBC","","AOxWcqRayiNk"
"Course","PHYS534","Radiotherapy Physics I","Physics","UBC","","WPmy94zpVhln"
"Course","PHYS535","Radiotherapy Physics II","Physics","UBC","","tSKpGcSChpkR"
"Course","PHYS536","Advanced Radiation Biophysics","Physics","UBC","","My93akp4Mx9M"
"Course","PHYS539","Radiation Dosimetry","Physics","UBC","","ZHWdx7wBF4Fl"
"Course","PHYS540","Radiological Imaging","Physics","UBC","","XphdaQ9nN3nA"
"Course","PHYS541","Nuclear Medicine","Physics","UBC","","M5r3KrZaSS8u"
"Course","PHYS543","Biomedical Optics","Physics","UBC","","efSVQIPYTMSO"
"Course","PHYS545","Anatomy, Physiology and Statistics for Medical Physicists","Physics","UBC","","9HilRdVMNGRL"
"Course","PHYS549","Master's Thesis","Physics","UBC","","iV0JntvfZpJe"
"Course","PHYS555A","Directed Studies in Physics - DIRECTED STUDIES","Physics","UBC","","QkCE50GNYYSC"
"Course","PHYS555B","Directed Studies in Physics - DIRECTED STUDIES","Physics","UBC","","b5ZQtwNRS2L2"
"Course","PHYS555C","Directed Studies in Physics - DIRECTED STUDIES","Physics","UBC","","rP2BqUIljddm"
"Course","PHYS555F","Directed Studies in Physics - DIRECTED STUDIES","Physics","UBC","","YaPDjO7I8PJo"
"Course","PHYS560","Physics and Engineering of Particle Accelerators","Physics","UBC","","szUPhVX6E3p5"
"Course","PHYS571","Physical Cosmology","Physics","UBC","","zgXDwJ8mXgQB"
"Course","PHYS599A","M.A.Sc. Thesis - MASC THESIS","Physics","UBC","","Z08C8kbTumpW"
"Course","PHYS649","Doctoral Dissertation","Physics","UBC","","b1ChVLCMxWbr"
